ronda,gas_consumido,tiempo_confirmacion_seg,tiempo_total_ronda_seg,timestamp
1,184560,2.6660730838775635,0.2027730941772461,1773938178.1970317
2,167460,13.352386713027954,-0.526151180267334,1773938270.5842285
3,167460,12.762025117874146,0.12029099464416504,1773938362.484367
4,167460,3.4239249229431152,0.1332261562347412,1773938445.238383
5,167460,4.243725538253784,0.1051950454711914,1773938532.1589313
6,167460,3.272675037384033,0.11468052864074707,1773938619.170121
7,167460,12.89635443687439,0.12456440925598145,1773938711.4368954
8,167460,12.696134090423584,0.15082836151123047,1773938803.3206308
9,167460,3.5679168701171875,0.17943215370178223,1773938886.1043582
10,167460,3.478034257888794,0.13403010368347168,1773938968.1633866
11,167460,3.3718068599700928,0.18501496315002441,1773939060.2247849
12,167460,12.759186506271362,0.1384425163269043,1773939152.359166
13,167460,13.362525224685669,0.1183316707611084,1773939249.3220587
14,167460,12.38644027709961,0.09769392013549805,1773939341.2779715
15,167460,3.3396878242492676,0.09047770500183105,1773939424.0892093
16,167460,3.1192469596862793,0.08823108673095703,1773939506.1207883
17,167460,3.1009762287139893,0.11026501655578613,1773939598.111641
18,167460,13.122185707092285,0.10139083862304688,1773939690.210776
19,167460,12.713103532791138,0.1164388656616211,1773939782.2305095
20,167460,12.463127851486206,0.16649079322814941,1773939874.238769
21,167460,13.41228175163269,0.1679518222808838,1773939971.3152356
22,167460,3.3392770290374756,0.1919407844543457,1773940068.0808263
23,167460,3.0085206031799316,0.11936593055725098,1773940165.0890515
24,167460,3.520739793777466,0.09117317199707031,1773940257.1102471
25,167460,3.412454128265381,0.09851336479187012,1773940349.0962868
26,167460,3.760802984237671,0.18767571449279785,1773940446.1619213
27,167460,3.639525890350342,0.18997883796691895,1773940538.1115015
28,167460,3.8401525020599365,0.22485876083374023,1773940635.1018107
29,167460,3.2100460529327393,0.20902562141418457,1773940727.135704
30,167460,4.494056224822998,0.19367718696594238,1773940810.1929133
